task_id,level,website,reported,status,success,verdict,webjudge,rubrics_passed,rubrics_total,rubric_score,blocked,duration_s,llm_calls,tool_calls,cost_usd
b922508886ded315c9835457a6eb43ea,medium,https://jobs.chronicle.com,true,completed,true,success,success,,,,,107,31,30,0.6624
5d542a7ec1fa142ba73cc87d970caf39,medium,https://dblp.org/,true,completed,true,success,success,,,,,112,27,26,0.2872
864244b6969e0f8733b0eb1ca06cd51f,medium,https://www.espn.com/,true,completed,true,success,success,,,,,71,19,17,0.1263
01abae9608f2d8752a83e08f136f720c,medium,https://www.cboe.com/,true,completed,true,success,success,,,,,86,24,23,0.2806
da8f3823a827c7d3a492f383808e7912,medium,https://www.instructure.com/,true,completed,true,success,success,,,,,165,32,31,0.3357
8689af4d33ce00bf2cdd8987d3bbfd86,medium,https://www.apple.com/,true,completed,true,success,success,,,,,96,27,26,0.2713
78f397336b6fd1cbba0127db7a8cd502,medium,https://www.redbull.com/,true,completed,true,success,success,,,,,180,46,45,0.4775
3dca7cbe7d086619d837ff9f5312cebc_110325,easy,https://zara.com/us,true,completed,true,success,success,,,,,82,17,16,0.1650
b962927dfe03bf2274a54381127ed433,medium,https://bandcamp.com/,true,completed,true,success,success,,,,,64,21,20,0.1832
78baf9dbe7c3532f7d7ef4cc22a7f065_051526,hard,https://www.statista.com/,true,completed,true,success,failure,,,,,399,71,70,0.6614
c7c07ec10c668625a21ba64165d719bb,medium,https://www.verizon.com/,true,completed,true,success,success,,,,,97,24,23,0.1908
512fd4deab099b8dc0dcfc0ec48a3c63,medium,https://github.com/,true,completed,true,success,success,,,,,94,25,24,0.2051
d9d8b7d84a3f8d057e368254fe8d65e2,medium,https://github.com/,true,completed,true,success,success,,,,,68,15,14,0.1700
157f4a79d55e8fa3fd55ba772ba40fbc,medium,https://www.disney.com/,true,completed,true,success,success,,,,,301,73,72,1.3373
62c8d970b3d13891f355911e5a8f4030,medium,https://store.steampowered.com/,true,completed,true,success,success,,,,,92,22,21,0.2704
11857213ca01510f12813740afd59918_110325,medium,https://www.birkenstock.com/,true,completed,true,success,success,,,,,148,32,31,0.2768
47bfe8a7e0e4e7efc837287b407fbe90,medium,https://versus.com/,true,completed,true,success,success,,,,,316,41,40,0.6443
bb314cb80f0f8489135cbf59074d11e2,easy,https://iclr.cc/,true,completed,true,success,success,,,,,102,28,27,0.2820
1aeca99e6a60b0e3aefb3ef212bdce79,medium,https://www.ca.gov/,true,completed,true,success,success,,,,,81,30,29,0.2212
d730f4ff450da1bd60a836163736ef6a_110325,medium,https://www.backcountry.com/,true,completed,true,success,success,,,,,207,37,36,0.4056
fe33894188d20d7469f37a9fd855e7ff_110325,hard,https://sourceforge.net/,true,completed,true,success,success,,,,captcha,105,29,28,0.3265
71f8de1834599fba443f40dbbfab8edd,hard,https://arxiv.org/,true,completed,true,success,success,,,,,72,17,16,0.2141
c8c1ff115879b3afd14280beb1559b13,hard,https://www.4shared.com/,true,completed,true,success,success,,,,,164,39,38,0.4324
d4fb78b7e74508cd3b33f01cf9200997,hard,https://www.americashealthrankings.org/,true,completed,true,success,success,,,,,123,40,39,0.4098
0e42c3a73f2aece1f854e0ba55b7c8b0,medium,https://www.google.com/maps/,true,completed,true,success,failure,,,,,708,150,149,2.3781
96afb3c51146b0c2a9c55f039a5ea6d6,easy,https://www.merriam-webster.com/,true,completed,true,success,success,,,,,277,61,60,0.6971
59912927c1fddee6ded8a49986896bc2,hard,https://www.samsung.com/,true,completed,true,success,failure,,,,,232,56,55,0.6128
e43cbc8a0bf9e999884928d11006f894_110325,hard,https://www.airbnb.com/,true,completed,true,success,success,,,,,120,34,33,1.1481
1b867afecf072cb877ebfa4069263746,hard,https://www.americashealthrankings.org/,true,completed,true,success,success,,,,,157,46,45,0.5236
c3a333968fc3c43d7f2688f425a0d633,hard,https://www.porsche.com/,true,completed,true,success,success,,,,,177,32,31,0.6393
bb5d90e6f2fbc0ae146f7c1998c2b4a1,hard,https://www.ted.com/,true,completed,true,success,success,,,,,256,54,53,0.4728
c577a14301a725e09ccd269a3e0b271e_110325,hard,https://www.wineaccess.com/,true,completed,true,success,failure,,,,,343,84,83,1.4868
c6c9dc6079677cef594cec2fa6b16602,hard,https://www.ikea.com/,true,completed,true,success,failure,,,,,289,53,52,0.5053
c39d6c245f8243993e707d54d2f4acec,hard,https://www.leagueoflegends.com/,true,completed,true,success,success,,,,,73,22,21,0.2630
b2f4fde2fce122a93c7b578086cb0585,hard,https://www.booking.com/,true,completed,true,success,failure,,,,,347,85,84,0.9931
d02d236836924919f35f2438d9ed2374,hard,https://www.imdb.com/,true,completed,true,success,success,,,,,626,112,111,1.5260
3621b099326c7aebd2e2dac6be3b52d1,easy,https://www.nvidia.com/,true,completed,true,success,success,,,,,52,16,15,0.1076
f27b393bbd2082f92b566270c4b74fe6,medium,https://www.parkers.co.uk/,true,completed,true,success,success,,,,,101,36,35,0.2681
ba01ea557b73f864c35ebba0dd6f3cb2,hard,https://www.google.com/maps/,true,completed,true,success,success,,,,,189,44,43,0.5350
662ae0f2d3ac851dbcdd245f908277e3,easy,https://wanderlog.com/,true,completed,true,success,success,,,,,47,13,12,0.1160
461ab9b0c7b20ac5f912704480979c65,easy,https://www.nyse.com/,true,completed,true,success,success,,,,,69,22,21,0.1947
a96fca87a17d792644e736d1d10d3cbe,easy,https://mega.io/,true,completed,true,success,success,,,,,141,46,45,0.3497
2c8ef01a92c71ba9ef2e59bb17eea2b3_110325,medium,https://www.bhphotovideo.com/,true,completed,true,success,failure,,,,captcha,412,101,99,2.0941
3084bc225219fcb73dc1cb0f97276c1c,medium,https://www.ups.com/,true,completed,true,success,success,,,,,130,31,30,0.3222
949dc965a6c23a95663b3bc2ca2c3a8a,hard,https://www.flightaware.com/,true,completed,true,success,failure,,,,,146,24,23,0.2095
636b07af4dd97c1793733db1fd1b90b8_110325,hard,https://www.jcpenney.com/,true,completed,true,success,success,,,,,751,64,63,0.5777
38203be65401943aea2179c4c680059a,medium,https://new.mta.info/,true,completed,true,success,success,,,,,93,30,29,0.2294
cf757a775fa1224acfc7998489e199a8,hard,https://www.ryanair.com/,true,completed,true,success,success,,,,,117,35,34,0.3080
d8e2a81fa621ce4737e5ea85671b630e_110325,hard,https://ziprecruiter.com/,true,completed,true,success,success,,,,,74,14,13,0.1520
63d6866fc000fcb1f153e07604bd1395,medium,https://us.trip.com/,true,completed,true,success,success,,,,,257,57,56,1.1107
199be0b54a436daee74247971fc684ee_051526,hard,https://www.dillards.com/,true,completed,true,success,success,,,,,110,26,25,0.1915
c00437fd76a7a83b57f3dc4e5dbc41f8,medium,https://www.amazon.jobs/,true,completed,true,success,success,,,,,216,46,45,0.3965
fc53ddd3421411a41c1020a3fdc84ec4_051526,hard,https://www.bestbuy.com/,true,completed,true,success,success,,,,,1696,148,147,4.1537
9d46ccb915eff39ee1ae1e7328f5f20d,medium,https://www.ups.com/,true,completed,true,success,success,,,,,157,42,41,0.7205
d1970c16271496cbbe166ecbecc0a1d8,hard,https://macyswineshop.com/,true,completed,true,success,success,,,,,107,22,21,0.2131
7211af65d266402f99499053924262e9,medium,https://www.amazon.jobs/,true,completed,true,success,success,,,,,167,54,53,0.4600
4464a8421f8bc8786524a499258dfad3,hard,https://www.bestbuy.com/,true,completed,true,success,failure,,,,,302,61,60,0.5317
f707d765bca668830745d20807d7bee6,hard,https://www.petfinder.com/,true,completed,true,success,success,,,,,209,47,46,0.3173
d392e154c1c6ffbb26e2331c3afafc67,medium,https://www.bestbuy.com/,true,completed,true,success,success,,,,,306,59,58,1.4601
a5c87cc1c94a090c9a8dc2c8b6a125d0,hard,https://www.accuweather.com/,true,completed,true,success,success,,,,,285,61,60,0.8442
367d843c640637745e8fafa741cca13b,hard,https://www.apartments.com/,true,completed,true,success,success,,,,,265,47,46,0.3623
84ef883a37af638c3bcf7561f28ce80a,hard,https://www.cars.com/,true,completed,false,failure,success,,,,captcha,170,41,40,0.4403
d9a8689393effeed75ea0866e44e1def,medium,https://www.justice.gov/,true,completed,true,success,success,,,,,56,17,16,0.1163
1bc154377120ec15b18dbabdba49c741_051526,hard,https://www.stubhub.com/,true,completed,true,success,success,,,,,257,60,59,1.1331
28e7574e7bd6d14f36d2988a5ef2bd23,hard,https://ohiomeansjobs.ohio.gov/,true,completed,false,failure,success,,,,,342,82,81,1.2013
1c3b747ae12ccee895745f82e3f2ef8a,hard,https://www.kaggle.com/,true,completed,true,success,success,,,,,127,26,25,0.2753
d1807551297ac60ecaaabbd2a2ed301a_110325,medium,https://superlawyers.com/,true,completed,false,failure,success,,,,,50,15,14,0.1412
7abdceee212151f187ee1a1744c57606,medium,https://www.uscis.gov/,true,completed,true,success,success,,,,,116,34,33,0.4713
0e5536aaad9d3462b06cf725e6ed535a,hard,https://www.cbp.gov/,true,completed,true,success,success,,,,,135,47,46,0.3561
bc2ce7f206045dd2d322e5695a947219,medium,https://smartasset.com/,true,completed,true,success,success,,,,,153,41,40,0.3296
7e6993f2c5cd72c44809024f0bc85dc1,medium,https://imgur.com/,true,completed,true,success,success,,,,,640,139,138,4.4214
a48e2f1ee8d87eaeea56fe5e730427e6,medium,https://www.chess.com/,true,completed,true,success,failure,,,,,576,86,85,0.9484
dd44c665cec1e9c929a4c5f074e7844a_110325,hard,https://spothero.com/,true,completed,true,success,success,,,,,259,58,57,0.5406
99daaed9a83c266341d28aa40067d376,easy,https://boardgamegeek.com/,true,completed,true,success,success,,,,captcha,156,40,39,0.4647
7072d09436972a5d5fe7476e3e9f1559,medium,https://www.americanexpress.com/,true,completed,true,success,success,,,,,76,16,15,0.1617
2c20d87a046fadcb6ff07ee877bfbf37,medium,https://www.irs.gov/,true,completed,true,success,success,,,,,69,17,16,0.1215
753f372c189d3b306623cb0c65b50320,medium,https://www.sec.gov/,true,completed,false,failure,success,,,,,121,39,38,0.3050
733f1d8bf79d5bc2240c5357f928ffff,medium,https://www.tourradar.com/,true,completed,true,success,success,,,,,200,51,50,0.4877
f05e87c5b92d9869e08806103c1c15a1,hard,https://www.ycombinator.com/,true,completed,true,success,success,,,,,146,46,45,0.4045
3ef64f34eae59c9fac7ee9a4f18b4a0c,hard,https://www.youtube.com/,true,completed,true,success,success,,,,,207,48,47,0.6490
f158345f8489e0d1d91e28768c39bca1,hard,https://azure.microsoft.com/,true,completed,true,success,success,,,,,244,51,50,0.5330
1ab384fb3a791edfb410213cc6b82151_110325,hard,https://phet.colorado.edu/,true,completed,true,success,success,,,,,185,62,61,0.7890
1223b07536a87e0170ff87cbbebd1d3c,hard,https://www.coolmath4kids.com/,true,completed,true,success,success,,,,,101,30,29,0.3872
